Description,Date,"Atlanta, GA","Austin, TX","Baltimore, MD","Boston, MA","Bronx, NY","Brooklyn, NY","Cairo, Cairo Governorate, Egypt","Charleston, SC","Charlotte, NC","Chicago, IL","Cleveland, OH","Columbus, OH","Dallas, TX","Denver, CO","Detroit, MI","El Paso, TX","El Segundo, CA","Fort Worth, TX","Hermosa Beach, CA","Houston, TX","Indianapolis, IN","Irvine, CA","Jacksonville, FL","Kuala Lumpur, Malaysia","Las Vegas, NV","London, England, United Kingdom","Long Beach, CA","Los Angeles, CA","Louisville, KY","Manhattan Beach, CA","Memphis, TN","Miami, FL","Milwaukee, WI","Minneapolis, MN","Nashville, TN","New York, NY","Newport Beach, CA","Orlando, FL","Philadelphia, PA","Phoenix, AZ","Pittsburgh, PA","Portland, OR","Redondo Beach, CA","San Antonio, TX","San Diego, CA","San Francisco, CA","San Jose, CA","Santa Monica, CA","Seattle, WA","St. Louis, MO","Tampa, FL","Torrance, CA",Unknown,"Washington, DC"
,5/9/15,55,30,19,18,25,42,71,,19,82,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,25,352,,74,18,45,22,,21,115,,28,50,35,,18,32,17,31,53,,27,21,18,19,18,,31
,5/10/15,55,30,19,18,25,42,71,,19,82,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,25,352,,74,18,45,22,,21,115,,28,50,35,,18,32,17,31,53,,27,21,18,19,18,,31
,5/11/15,55,30,19,18,25,42,71,,19,82,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,25,351,,75,18,45,22,,21,114,,28,50,35,,17,32,17,31,53,,27,21,18,19,19,,31
,5/12/15,55,30,19,18,25,42,71,,19,82,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,25,351,,75,18,45,22,,21,114,,28,50,35,,17,32,17,31,53,,27,21,18,19,19,,31
,5/13/15,55,30,19,18,25,42,71,,19,82,16,19,28,21,16,,23,20,30,75,21,14,19,14,36,,25,354,,74,18,45,22,,21,114,,28,50,35,,17,32,17,30,52,,28,21,18,19,19,,31
,5/14/15,55,30,19,18,26,43,71,,19,82,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,26,354,,75,18,45,22,,21,114,,28,49,35,,17,32,17,30,52,,28,21,18,20,18,,31
,5/15/15,55,30,19,18,26,43,71,,19,82,16,19,28,21,15,,23,20,30,75,21,14,19,14,36,,26,355,,74,18,45,22,,21,115,,28,49,35,,17,33,17,30,52,,28,21,18,19,18,,31
,5/16/15,57,30,19,18,26,42,71,,19,82,16,19,28,21,15,,22,20,30,74,21,14,19,14,36,,26,355,,74,18,45,22,,21,114,,28,50,35,,17,33,17,30,52,,28,21,18,20,18,,31
,5/17/15,57,30,19,18,26,43,71,,19,83,16,19,28,21,15,,22,20,30,75,21,14,19,14,36,,26,358,,73,18,45,22,,21,116,,28,49,35,,17,31,17,31,52,,28,21,18,19,18,,31
,5/18/15,57,30,19,18,26,43,71,,19,83,16,19,28,21,15,,23,20,30,75,21,15,19,14,36,,26,359,,73,18,45,22,,21,115,,28,49,36,,17,32,17,31,53,,28,22,18,19,18,,31
,5/19/15,57,30,19,18,26,43,71,,19,83,16,19,28,21,15,,22,20,31,75,21,15,19,14,36,,26,358,,72,18,45,22,,21,117,,28,49,36,,17,32,17,30,53,,27,22,18,20,19,,31
,5/20/15,57,30,19,18,26,42,71,,19,83,16,19,28,21,16,,23,20,31,72,21,15,19,14,36,,26,360,,72,18,45,22,,21,116,,28,50,37,,17,32,17,30,53,,27,21,18,19,19,,31
,5/21/15,57,30,19,18,26,42,71,,19,83,16,19,28,21,16,,22,20,31,72,21,15,19,14,36,,26,360,,72,18,45,22,,21,117,,28,49,37,,17,31,17,30,53,,27,21,18,19,19,,31
,5/22/15,57,30,19,18,26,42,71,,19,83,16,19,28,21,16,,23,20,31,72,21,15,19,14,36,,26,360,,72,18,45,22,,21,117,,28,49,37,,17,32,17,30,53,,27,21,18,19,19,,31
,5/23/15,57,30,19,18,26,42,71,,19,83,17,19,28,21,16,,24,20,31,72,21,15,19,14,36,,26,360,,72,18,45,22,,21,117,,28,49,37,,17,33,17,30,53,,27,21,18,19,19,,31
,5/24/15,57,30,19,18,26,42,71,,19,83,17,19,28,21,16,,24,20,31,72,21,15,19,14,36,,26,359,,72,18,45,22,,21,117,,28,49,37,,17,33,17,30,53,,27,21,18,19,19,,31
,5/25/15,57,30,20,18,27,42,71,,19,83,18,19,28,20,15,,24,20,31,72,19,15,19,14,37,,27,364,,72,18,45,22,,20,116,,28,49,36,,17,33,17,30,53,,27,20,18,19,19,,31
,5/26/15,57,30,20,18,27,42,71,,19,83,18,19,28,21,16,,23,20,31,72,20,15,19,14,36,,26,363,,72,18,45,22,,20,117,,28,49,37,,17,33,17,30,53,,27,21,18,19,19,,31
,5/27/15,57,30,20,18,27,42,71,,19,83,18,19,28,21,16,,24,21,31,72,20,15,19,14,37,,26,363,,72,18,45,22,,20,117,,28,49,36,,17,33,17,30,53,,27,21,18,19,19,,31
,5/28/15,57,30,20,18,27,42,71,,19,83,18,19,28,20,15,,24,20,31,72,19,15,19,14,37,,27,364,,72,18,45,22,,20,117,,28,48,36,,17,33,17,30,53,,27,20,18,19,19,,31
,5/29/15,57,30,20,18,27,42,71,,19,84,18,19,28,20,15,,24,20,31,72,20,15,19,14,38,,27,362,,72,18,45,22,,20,118,,28,48,36,,17,33,17,30,53,,27,20,18,20,19,,31
,5/30/15,57,30,20,18,27,42,71,,19,84,18,19,28,20,16,,24,20,31,72,20,15,19,14,38,,27,361,,72,18,45,22,,20,117,,29,48,36,,17,33,17,30,54,,27,20,18,19,19,,31
,5/31/15,58,30,20,18,27,42,70,,19,82,18,19,28,20,16,,24,20,31,74,20,15,19,14,38,,28,358,,72,18,45,22,,20,119,,29,48,36,,17,33,17,30,54,,27,20,18,20,19,,30
,6/1/15,59,30,20,18,27,42,70,,19,81,18,19,27,20,15,,23,21,32,73,20,15,19,14,38,,28,359,,72,18,45,22,,20,119,,29,48,36,,17,33,18,30,54,,27,20,18,20,19,,30
,6/2/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/3/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
